day,hour,minute,number_of_games
0.0,15.0,32.0,62053
0.0,15.0,33.0,62008
0.0,15.0,34.0,62364
0.0,15.0,35.0,62497
0.0,15.0,36.0,62255
0.0,15.0,37.0,62518
0.0,15.0,38.0,62495
0.0,15.0,39.0,62954
0.0,15.0,40.0,62883
0.0,15.0,41.0,62934
0.0,15.0,42.0,62662
0.0,15.0,43.0,62951
0.0,15.0,44.0,62711
0.0,15.0,45.0,63274
0.0,15.0,46.0,63471
0.0,15.0,47.0,63300
0.0,15.0,48.0,63327
0.0,15.0,49.0,63357
0.0,15.0,50.0,63631
0.0,15.0,51.0,63063
0.0,15.0,52.0,63679
0.0,15.0,53.0,63012
0.0,15.0,54.0,62642
0.0,15.0,55.0,59797
0.0,15.0,56.0,57780
0.0,15.0,57.0,56678
0.0,15.0,58.0,56695
0.0,15.0,59.0,55930
0.0,16.0,0.0,78018
0.0,16.0,1.0,61964
0.0,16.0,2.0,63549
0.0,16.0,3.0,62151
0.0,16.0,4.0,63278
0.0,16.0,5.0,63926
0.0,16.0,6.0,64460
0.0,16.0,7.0,64588
0.0,16.0,8.0,64359
0.0,16.0,9.0,64960
0.0,16.0,10.0,65226
0.0,16.0,11.0,65106
0.0,16.0,12.0,65731
0.0,16.0,13.0,65489
0.0,16.0,14.0,65225
0.0,16.0,15.0,65961
0.0,16.0,16.0,65997
0.0,16.0,17.0,65759
0.0,16.0,18.0,65972
0.0,16.0,19.0,66000
0.0,16.0,20.0,66061
0.0,16.0,21.0,66359
0.0,16.0,22.0,66335
0.0,16.0,23.0,65821
0.0,16.0,24.0,66174
0.0,16.0,25.0,65696
0.0,16.0,26.0,65282
0.0,16.0,27.0,64700
0.0,16.0,28.0,65085
0.0,16.0,29.0,64639
0.0,16.0,30.0,66682
0.0,16.0,31.0,65584
0.0,16.0,32.0,66169
0.0,16.0,33.0,66135
0.0,16.0,34.0,65706
0.0,16.0,35.0,66238
0.0,16.0,36.0,66080
0.0,16.0,37.0,66193
0.0,16.0,38.0,66764
0.0,16.0,39.0,66112
0.0,16.0,40.0,66726
0.0,16.0,41.0,66802
0.0,16.0,42.0,66240
0.0,16.0,43.0,66939
0.0,16.0,44.0,66868
0.0,16.0,45.0,66491
0.0,16.0,46.0,66390
0.0,16.0,47.0,67061
0.0,16.0,48.0,66717
0.0,16.0,49.0,66894
0.0,16.0,50.0,66873
0.0,16.0,51.0,66808
0.0,16.0,52.0,66738
0.0,16.0,53.0,66698
0.0,16.0,54.0,66293
0.0,16.0,55.0,64089
0.0,16.0,56.0,62836
0.0,16.0,57.0,62641
0.0,16.0,58.0,62164
0.0,16.0,59.0,60921
0.0,17.0,0.0,77755
0.0,17.0,1.0,65081
0.0,17.0,2.0,65915
0.0,17.0,3.0,65065
0.0,17.0,4.0,65950
0.0,17.0,5.0,66923
0.0,17.0,6.0,67443
0.0,17.0,7.0,67258
0.0,17.0,8.0,67826
0.0,17.0,9.0,68109
0.0,17.0,10.0,68345
0.0,17.0,11.0,67867
0.0,17.0,12.0,67970
0.0,17.0,13.0,68150
0.0,17.0,14.0,68034
0.0,17.0,15.0,68282
0.0,17.0,16.0,68502
0.0,17.0,17.0,68547
0.0,17.0,18.0,68712
0.0,17.0,19.0,68762
0.0,17.0,20.0,68574
0.0,17.0,21.0,69083
0.0,17.0,22.0,68325
0.0,17.0,23.0,68627
0.0,17.0,24.0,68750
0.0,17.0,25.0,68560
0.0,17.0,26.0,67708
0.0,17.0,27.0,67191
0.0,17.0,28.0,67393
0.0,17.0,29.0,67092
0.0,17.0,30.0,69699
0.0,17.0,31.0,68907
0.0,17.0,32.0,69163
0.0,17.0,33.0,68492
0.0,17.0,34.0,69647
0.0,17.0,35.0,69574
0.0,17.0,36.0,69215
0.0,17.0,37.0,69433
0.0,17.0,38.0,69518
0.0,17.0,39.0,69375
0.0,17.0,40.0,69257
0.0,17.0,41.0,69778
0.0,17.0,42.0,69442
0.0,17.0,43.0,69359
0.0,17.0,44.0,69871
0.0,17.0,45.0,69598
0.0,17.0,46.0,70000
0.0,17.0,47.0,69552
0.0,17.0,48.0,69593
0.0,17.0,49.0,69511
0.0,17.0,50.0,69891
0.0,17.0,51.0,68971
0.0,17.0,52.0,68879
0.0,17.0,53.0,69514
0.0,17.0,54.0,68617
0.0,17.0,55.0,66130
0.0,17.0,56.0,64668
0.0,17.0,57.0,63722
0.0,17.0,58.0,63471
0.0,17.0,59.0,63007
0.0,18.0,0.0,77666
0.0,18.0,1.0,66800
0.0,18.0,2.0,67437
0.0,18.0,3.0,67016
0.0,18.0,4.0,67792
0.0,18.0,5.0,68108
0.0,18.0,6.0,68655
0.0,18.0,7.0,67945
0.0,18.0,8.0,68821
0.0,18.0,9.0,69300
0.0,18.0,10.0,69452
0.0,18.0,11.0,69035
0.0,18.0,12.0,68913
0.0,18.0,13.0,69218
0.0,18.0,14.0,68564
0.0,18.0,15.0,69131
0.0,18.0,16.0,69219
0.0,18.0,17.0,69517
0.0,18.0,18.0,68804
0.0,18.0,19.0,69852
0.0,18.0,20.0,69227
0.0,18.0,21.0,69336
0.0,18.0,22.0,68815
0.0,18.0,23.0,69392
0.0,18.0,24.0,69301
0.0,18.0,25.0,68571
0.0,18.0,26.0,68000
0.0,18.0,27.0,67200
0.0,18.0,28.0,66729
0.0,18.0,29.0,66531
0.0,18.0,30.0,70584
0.0,18.0,31.0,67946
0.0,18.0,32.0,69198
0.0,18.0,33.0,68806
0.0,18.0,34.0,69290
0.0,18.0,35.0,69327
0.0,18.0,36.0,69653
0.0,18.0,37.0,69612
0.0,18.0,38.0,69785
0.0,18.0,39.0,69853
0.0,18.0,40.0,69839
0.0,18.0,41.0,69199
0.0,18.0,42.0,69685
0.0,18.0,43.0,69351
0.0,18.0,44.0,69997
0.0,18.0,45.0,69891
0.0,18.0,46.0,69282
0.0,18.0,47.0,69550
0.0,18.0,48.0,69463
0.0,18.0,49.0,69691
0.0,18.0,50.0,69307
0.0,18.0,51.0,69188
0.0,18.0,52.0,68868
0.0,18.0,53.0,69341
0.0,18.0,54.0,68138
0.0,18.0,55.0,67233
0.0,18.0,56.0,65404
0.0,18.0,57.0,64922
0.0,18.0,58.0,63967
0.0,18.0,59.0,62543
0.0,19.0,0.0,76536
0.0,19.0,1.0,65425
0.0,19.0,2.0,66106
0.0,19.0,3.0,65662
0.0,19.0,4.0,66189
0.0,19.0,5.0,66017
0.0,19.0,6.0,67085
0.0,19.0,7.0,66422
0.0,19.0,8.0,66421
0.0,19.0,9.0,66475
0.0,19.0,10.0,66997
0.0,19.0,11.0,66545
0.0,19.0,12.0,66794
0.0,19.0,13.0,66504
0.0,19.0,14.0,67117
0.0,19.0,15.0,66653
0.0,19.0,16.0,66874
0.0,19.0,17.0,67037
0.0,19.0,18.0,66680
0.0,19.0,19.0,67193
0.0,19.0,20.0,66041
0.0,19.0,21.0,66883
0.0,19.0,22.0,66302
0.0,19.0,23.0,66312
0.0,19.0,24.0,66222
0.0,19.0,25.0,66198
0.0,19.0,26.0,65202
0.0,19.0,27.0,64537
0.0,19.0,28.0,64413
0.0,19.0,29.0,64039
0.0,19.0,30.0,68416
0.0,19.0,31.0,65211
0.0,19.0,32.0,66905
0.0,19.0,33.0,65993
0.0,19.0,34.0,66826
0.0,19.0,35.0,66915
0.0,19.0,36.0,66812
0.0,19.0,37.0,66839
0.0,19.0,38.0,66926
0.0,19.0,39.0,66808
0.0,19.0,40.0,66736
0.0,19.0,41.0,66485
0.0,19.0,42.0,67259
0.0,19.0,43.0,66536
0.0,19.0,44.0,66669
0.0,19.0,45.0,66554
0.0,19.0,46.0,66423
0.0,19.0,47.0,66719
0.0,19.0,48.0,66780
0.0,19.0,49.0,66518
0.0,19.0,50.0,66975
0.0,19.0,51.0,66069
0.0,19.0,52.0,66237
0.0,19.0,53.0,65939
0.0,19.0,54.0,65372
0.0,19.0,55.0,63928
0.0,19.0,56.0,62027
0.0,19.0,57.0,60570
0.0,19.0,58.0,59128
0.0,19.0,59.0,58674
0.0,20.0,0.0,74046
0.0,20.0,1.0,65003
0.0,20.0,2.0,65338
0.0,20.0,3.0,64734
0.0,20.0,4.0,65218
0.0,20.0,5.0,65341
0.0,20.0,6.0,66609
0.0,20.0,7.0,65959
0.0,20.0,8.0,65800
0.0,20.0,9.0,66360
0.0,20.0,10.0,65831
0.0,20.0,11.0,66265
0.0,20.0,12.0,65305
0.0,20.0,13.0,66417
0.0,20.0,14.0,66128
0.0,20.0,15.0,66265
0.0,20.0,16.0,66296
0.0,20.0,17.0,66137
0.0,20.0,18.0,66083
0.0,20.0,19.0,65968
0.0,20.0,20.0,65473
0.0,20.0,21.0,65682
0.0,20.0,22.0,65773
0.0,20.0,23.0,65501
0.0,20.0,24.0,65859
0.0,20.0,25.0,64900
0.0,20.0,26.0,64493
0.0,20.0,27.0,64389
0.0,20.0,28.0,63798
0.0,20.0,29.0,63994
0.0,20.0,30.0,66034
0.0,20.0,31.0,64604
0.0,20.0,32.0,64650
0.0,20.0,33.0,64722
0.0,20.0,34.0,64567
0.0,20.0,35.0,64664
0.0,20.0,36.0,64607
0.0,20.0,37.0,64445
0.0,20.0,38.0,64877
0.0,20.0,39.0,64475
0.0,20.0,40.0,64287
0.0,20.0,41.0,64394
0.0,20.0,42.0,64375
0.0,20.0,43.0,63850
0.0,20.0,44.0,64387
0.0,20.0,45.0,64029
0.0,20.0,46.0,64003
0.0,20.0,47.0,64029
0.0,20.0,48.0,63800
0.0,20.0,49.0,63408
0.0,20.0,50.0,63709
0.0,20.0,51.0,63287
0.0,20.0,52.0,63280
0.0,20.0,53.0,62954
0.0,20.0,54.0,62337
0.0,20.0,55.0,60305
0.0,20.0,56.0,59777
0.0,20.0,57.0,59215
0.0,20.0,58.0,58848
0.0,20.0,59.0,56299
0.0,21.0,0.0,64312
0.0,21.0,1.0,57861
0.0,21.0,2.0,58217
0.0,21.0,3.0,58093
0.0,21.0,4.0,58667
0.0,21.0,5.0,58649
0.0,21.0,6.0,59025
0.0,21.0,7.0,58561
0.0,21.0,8.0,58468
0.0,21.0,9.0,58741
0.0,21.0,10.0,58861
0.0,21.0,11.0,58902
0.0,21.0,12.0,58725
0.0,21.0,13.0,58522
0.0,21.0,14.0,58455
0.0,21.0,15.0,58733
0.0,21.0,16.0,58240
0.0,21.0,17.0,59161
0.0,21.0,18.0,57884
0.0,21.0,19.0,58176
0.0,21.0,20.0,58327
0.0,21.0,21.0,57835
0.0,21.0,22.0,57788
0.0,21.0,23.0,57843
0.0,21.0,24.0,57670
0.0,21.0,25.0,57401
0.0,21.0,26.0,56536
0.0,21.0,27.0,55577
0.0,21.0,28.0,55312
0.0,21.0,29.0,55080
0.0,21.0,30.0,58363
0.0,21.0,31.0,55625
0.0,21.0,32.0,57192
0.0,21.0,33.0,56051
0.0,21.0,34.0,57026
0.0,21.0,35.0,56401
0.0,21.0,36.0,56212
0.0,21.0,37.0,56798
0.0,21.0,38.0,56121
0.0,21.0,39.0,56319
0.0,21.0,40.0,56050
0.0,21.0,41.0,56196
0.0,21.0,42.0,55719
0.0,21.0,43.0,55949
0.0,21.0,44.0,55375
0.0,21.0,45.0,55591
0.0,21.0,46.0,55697
0.0,21.0,47.0,55280
0.0,21.0,48.0,55216
0.0,21.0,49.0,54610
0.0,21.0,50.0,54512
0.0,21.0,51.0,54632
0.0,21.0,52.0,54063
0.0,21.0,53.0,53722
0.0,21.0,54.0,52665
0.0,21.0,55.0,51111
0.0,21.0,56.0,49750
0.0,21.0,57.0,48214
0.0,21.0,58.0,48068
0.0,21.0,59.0,46206
0.0,22.0,0.0,60724
0.0,22.0,1.0,49660
0.0,22.0,2.0,50389
0.0,22.0,3.0,49349
0.0,22.0,4.0,50208
0.0,22.0,5.0,50378
0.0,22.0,6.0,50485
0.0,22.0,7.0,50471
0.0,22.0,8.0,50463
0.0,22.0,9.0,50306
0.0,22.0,10.0,50628
0.0,22.0,11.0,50502
0.0,22.0,12.0,50385
0.0,22.0,13.0,50513
0.0,22.0,14.0,49725
0.0,22.0,15.0,50243
0.0,22.0,16.0,49682
0.0,22.0,17.0,49795
0.0,22.0,18.0,49643
0.0,22.0,19.0,49521
0.0,22.0,20.0,49230
0.0,22.0,21.0,49026
0.0,22.0,22.0,49298
0.0,22.0,23.0,48788
0.0,22.0,24.0,48351
0.0,22.0,25.0,47906
0.0,22.0,26.0,46915
0.0,22.0,27.0,45975
0.0,22.0,28.0,46277
0.0,22.0,29.0,45529
0.0,22.0,30.0,49339
0.0,22.0,31.0,45989
0.0,22.0,32.0,47795
0.0,22.0,33.0,46687
0.0,22.0,34.0,47020
0.0,22.0,35.0,46962
0.0,22.0,36.0,46832
0.0,22.0,37.0,47000
0.0,22.0,38.0,46532
0.0,22.0,39.0,46533
0.0,22.0,40.0,46656
0.0,22.0,41.0,46534
0.0,22.0,42.0,46244
0.0,22.0,43.0,46188
0.0,22.0,44.0,45541
0.0,22.0,45.0,45422
0.0,22.0,46.0,45123
0.0,22.0,47.0,44934
0.0,22.0,48.0,44615
0.0,22.0,49.0,44422
0.0,22.0,50.0,44300
0.0,22.0,51.0,43957
0.0,22.0,52.0,44023
0.0,22.0,53.0,43596
0.0,22.0,54.0,42807
0.0,22.0,55.0,40872
0.0,22.0,56.0,39569
0.0,22.0,57.0,38500
0.0,22.0,58.0,38173
0.0,22.0,59.0,37821
0.0,23.0,0.0,50014
0.0,23.0,1.0,41184
0.0,23.0,2.0,41977
0.0,23.0,3.0,40880
0.0,23.0,4.0,41553
0.0,23.0,5.0,41897
0.0,23.0,6.0,41945
0.0,23.0,7.0,41654
0.0,23.0,8.0,41908
0.0,23.0,9.0,41840
0.0,23.0,10.0,41592
0.0,23.0,11.0,42032
0.0,23.0,12.0,41276
0.0,23.0,13.0,41639
0.0,23.0,14.0,41196
0.0,23.0,15.0,41124
0.0,23.0,16.0,41088
0.0,23.0,17.0,41224
0.0,23.0,18.0,40891
0.0,23.0,19.0,40970
0.0,23.0,20.0,40635
0.0,23.0,21.0,40717
0.0,23.0,22.0,40307
0.0,23.0,23.0,40158
0.0,23.0,24.0,40248
0.0,23.0,25.0,39384
0.0,23.0,26.0,38303
0.0,23.0,27.0,37546
0.0,23.0,28.0,37399
0.0,23.0,29.0,36760
0.0,23.0,30.0,39817
0.0,23.0,31.0,38937
0.0,23.0,32.0,38583
0.0,23.0,33.0,38896
0.0,23.0,34.0,38835
0.0,23.0,35.0,38601
0.0,23.0,36.0,38599
0.0,23.0,37.0,38728
0.0,23.0,38.0,38652
0.0,23.0,39.0,38586
0.0,23.0,40.0,38443
0.0,23.0,41.0,38303
0.0,23.0,42.0,38159
0.0,23.0,43.0,38150
0.0,23.0,44.0,37898
0.0,23.0,45.0,37852
0.0,23.0,46.0,37770
0.0,23.0,47.0,37412
0.0,23.0,48.0,37562
0.0,23.0,49.0,37622
0.0,23.0,50.0,37191
0.0,23.0,51.0,36846
0.0,23.0,52.0,37119
0.0,23.0,53.0,36767
0.0,23.0,54.0,36405
0.0,23.0,55.0,34347
0.0,23.0,56.0,32429
0.0,23.0,57.0,31630
0.0,23.0,58.0,30931
0.0,23.0,59.0,30827
1.0,0.0,0.0,42272
1.0,0.0,1.0,33586
1.0,0.0,2.0,34233
1.0,0.0,3.0,33371
1.0,0.0,4.0,34057
1.0,0.0,5.0,34301
1.0,0.0,6.0,34808
1.0,0.0,7.0,33951
1.0,0.0,8.0,34559
1.0,0.0,9.0,34207
1.0,0.0,10.0,34283
1.0,0.0,11.0,34357
1.0,0.0,12.0,34137
1.0,0.0,13.0,34100
1.0,0.0,14.0,33902
1.0,0.0,15.0,34013
1.0,0.0,16.0,33986
1.0,0.0,17.0,34214
1.0,0.0,18.0,33643
1.0,0.0,19.0,33515
1.0,0.0,20.0,33738
1.0,0.0,21.0,33495
1.0,0.0,22.0,33526
1.0,0.0,23.0,32925
1.0,0.0,24.0,32826
1.0,0.0,25.0,33000
1.0,0.0,26.0,31698
1.0,0.0,27.0,31225
1.0,0.0,28.0,31361
1.0,0.0,29.0,30983
1.0,0.0,30.0,33304
1.0,0.0,31.0,31839
1.0,0.0,32.0,32674
1.0,0.0,33.0,31752
1.0,0.0,34.0,32572
1.0,0.0,35.0,32165
1.0,0.0,36.0,32103
1.0,0.0,37.0,31958
1.0,0.0,38.0,32183
1.0,0.0,39.0,32026
1.0,0.0,40.0,32078
1.0,0.0,41.0,31774
1.0,0.0,42.0,32116
1.0,0.0,43.0,31691
1.0,0.0,44.0,31332
1.0,0.0,45.0,31469
1.0,0.0,46.0,31842
1.0,0.0,47.0,31521
1.0,0.0,48.0,31473
1.0,0.0,49.0,31554
1.0,0.0,50.0,30932
1.0,0.0,51.0,31040
1.0,0.0,52.0,30899
1.0,0.0,53.0,30753
1.0,0.0,54.0,30238
1.0,0.0,55.0,28760
1.0,0.0,56.0,27765
1.0,0.0,57.0,26997
1.0,0.0,58.0,27299
1.0,0.0,59.0,26446
1.0,1.0,0.0,34946
1.0,1.0,1.0,28520
1.0,1.0,2.0,29236
1.0,1.0,3.0,28735
1.0,1.0,4.0,29127
1.0,1.0,5.0,29354
1.0,1.0,6.0,29618
1.0,1.0,7.0,29356
1.0,1.0,8.0,29436
1.0,1.0,9.0,29460
1.0,1.0,10.0,29354
1.0,1.0,11.0,29288
1.0,1.0,12.0,29549
1.0,1.0,13.0,29431
1.0,1.0,14.0,29196
1.0,1.0,15.0,29261
1.0,1.0,16.0,29201
1.0,1.0,17.0,29448
1.0,1.0,18.0,29080
1.0,1.0,19.0,29264
1.0,1.0,20.0,28782
1.0,1.0,21.0,28991
1.0,1.0,22.0,28924
1.0,1.0,23.0,28952
1.0,1.0,24.0,28976
1.0,1.0,25.0,28406
1.0,1.0,26.0,27891
1.0,1.0,27.0,27444
1.0,1.0,28.0,27608
1.0,1.0,29.0,27088
1.0,1.0,30.0,29467
1.0,1.0,31.0,27952
1.0,1.0,32.0,28336
1.0,1.0,33.0,27953
1.0,1.0,34.0,28015
1.0,1.0,35.0,28314
1.0,1.0,36.0,28286
1.0,1.0,37.0,28275
1.0,1.0,38.0,28503
1.0,1.0,39.0,28264
1.0,1.0,40.0,28406
1.0,1.0,41.0,28107
1.0,1.0,42.0,28345
1.0,1.0,43.0,27766
1.0,1.0,44.0,28052
1.0,1.0,45.0,28086
1.0,1.0,46.0,28049
1.0,1.0,47.0,28044
1.0,1.0,48.0,27645
1.0,1.0,49.0,27788
1.0,1.0,50.0,27451
1.0,1.0,51.0,27569
1.0,1.0,52.0,27540
1.0,1.0,53.0,27132
1.0,1.0,54.0,26853
1.0,1.0,55.0,25672
1.0,1.0,56.0,24345
1.0,1.0,57.0,23999
1.0,1.0,58.0,23535
1.0,1.0,59.0,23427
1.0,2.0,0.0,32663
1.0,2.0,1.0,25766
1.0,2.0,2.0,26455
1.0,2.0,3.0,25687
1.0,2.0,4.0,26508
1.0,2.0,5.0,26419
1.0,2.0,6.0,26703
1.0,2.0,7.0,26743
1.0,2.0,8.0,26553
1.0,2.0,9.0,26729
1.0,2.0,10.0,27060
1.0,2.0,11.0,26940
1.0,2.0,12.0,26621
1.0,2.0,13.0,26772
1.0,2.0,14.0,26675
1.0,2.0,15.0,26730
1.0,2.0,16.0,26734
1.0,2.0,17.0,26920
1.0,2.0,18.0,26590
1.0,2.0,19.0,26882
1.0,2.0,20.0,26425
1.0,2.0,21.0,27026
1.0,2.0,22.0,26236
1.0,2.0,23.0,26733
1.0,2.0,24.0,26212
1.0,2.0,25.0,26330
1.0,2.0,26.0,25645
1.0,2.0,27.0,25048
1.0,2.0,28.0,25181
1.0,2.0,29.0,25050
1.0,2.0,30.0,26929
1.0,2.0,31.0,25179
1.0,2.0,32.0,26341
1.0,2.0,33.0,25668
1.0,2.0,34.0,25993
1.0,2.0,35.0,25741
1.0,2.0,36.0,26035
1.0,2.0,37.0,25903
1.0,2.0,38.0,25916
1.0,2.0,39.0,26058
1.0,2.0,40.0,26133
1.0,2.0,41.0,25750
1.0,2.0,42.0,25820
1.0,2.0,43.0,25847
1.0,2.0,44.0,25769
1.0,2.0,45.0,25775
1.0,2.0,46.0,25745
1.0,2.0,47.0,25841
1.0,2.0,48.0,25724
1.0,2.0,49.0,25822
1.0,2.0,50.0,25812
1.0,2.0,51.0,25315
1.0,2.0,52.0,25402
1.0,2.0,53.0,25248
1.0,2.0,54.0,24922
1.0,2.0,55.0,23756
1.0,2.0,56.0,22981
1.0,2.0,57.0,22526
1.0,2.0,58.0,22292
1.0,2.0,59.0,22033
1.0,3.0,0.0,28636
1.0,3.0,1.0,23633
1.0,3.0,2.0,23887
1.0,3.0,3.0,23707
1.0,3.0,4.0,24320
1.0,3.0,5.0,24266
1.0,3.0,6.0,24508
1.0,3.0,7.0,23990
1.0,3.0,8.0,24116
1.0,3.0,9.0,24239
1.0,3.0,10.0,24388
1.0,3.0,11.0,24508
1.0,3.0,12.0,24189
1.0,3.0,13.0,24665
1.0,3.0,14.0,24407
1.0,3.0,15.0,24200
1.0,3.0,16.0,24476
1.0,3.0,17.0,24370
1.0,3.0,18.0,24582
1.0,3.0,19.0,24373
1.0,3.0,20.0,24425
1.0,3.0,21.0,24377
1.0,3.0,22.0,24447
1.0,3.0,23.0,24107
1.0,3.0,24.0,24267
1.0,3.0,25.0,24080
1.0,3.0,26.0,23094
1.0,3.0,27.0,23612
1.0,3.0,28.0,23422
1.0,3.0,29.0,23127
1.0,3.0,30.0,25071
1.0,3.0,31.0,24216
1.0,3.0,32.0,24488
1.0,3.0,33.0,24334
1.0,3.0,34.0,24562
1.0,3.0,35.0,24195
1.0,3.0,36.0,24712
1.0,3.0,37.0,24143
1.0,3.0,38.0,24332
1.0,3.0,39.0,24244
1.0,3.0,40.0,24025
1.0,3.0,41.0,24682
1.0,3.0,42.0,24329
1.0,3.0,43.0,24493
1.0,3.0,44.0,24547
1.0,3.0,45.0,24223
1.0,3.0,46.0,24430
1.0,3.0,47.0,24326
1.0,3.0,48.0,24525
1.0,3.0,49.0,24271
1.0,3.0,50.0,23927
1.0,3.0,51.0,24419
1.0,3.0,52.0,23970
1.0,3.0,53.0,23977
1.0,3.0,54.0,23496
1.0,3.0,55.0,22265
1.0,3.0,56.0,21245
1.0,3.0,57.0,21167
1.0,3.0,58.0,21039
1.0,3.0,59.0,20638
1.0,4.0,0.0,27866
1.0,4.0,1.0,22843
1.0,4.0,2.0,23282
1.0,4.0,3.0,22806
1.0,4.0,4.0,23285
1.0,4.0,5.0,23173
1.0,4.0,6.0,23476
1.0,4.0,7.0,23439
1.0,4.0,8.0,23384
1.0,4.0,9.0,23662
1.0,4.0,10.0,23751
1.0,4.0,11.0,23862
1.0,4.0,12.0,23443
1.0,4.0,13.0,23825
1.0,4.0,14.0,23657
1.0,4.0,15.0,23574
1.0,4.0,16.0,23923
1.0,4.0,17.0,24268
1.0,4.0,18.0,23978
1.0,4.0,19.0,24102
1.0,4.0,20.0,23837
1.0,4.0,21.0,23874
1.0,4.0,22.0,23850
1.0,4.0,23.0,23927
1.0,4.0,24.0,24055
1.0,4.0,25.0,23537
1.0,4.0,26.0,23929
1.0,4.0,27.0,23465
1.0,4.0,28.0,23481
1.0,4.0,29.0,23065
1.0,4.0,30.0,24205
1.0,4.0,31.0,23675
1.0,4.0,32.0,24031
1.0,4.0,33.0,23756
1.0,4.0,34.0,23640
1.0,4.0,35.0,23769
1.0,4.0,36.0,23823
1.0,4.0,37.0,24250
1.0,4.0,38.0,23971
1.0,4.0,39.0,23904
1.0,4.0,40.0,24047
1.0,4.0,41.0,23964
1.0,4.0,42.0,24071
1.0,4.0,43.0,23966
1.0,4.0,44.0,24065
1.0,4.0,45.0,23763
1.0,4.0,46.0,23755
1.0,4.0,47.0,24018
1.0,4.0,48.0,23731
1.0,4.0,49.0,23836
1.0,4.0,50.0,23583
1.0,4.0,51.0,23774
1.0,4.0,52.0,23923
1.0,4.0,53.0,23514
1.0,4.0,54.0,23262
1.0,4.0,55.0,22564
1.0,4.0,56.0,22354
1.0,4.0,57.0,22480
1.0,4.0,58.0,21936
1.0,4.0,59.0,21187
1.0,5.0,0.0,26374
1.0,5.0,1.0,22785
1.0,5.0,2.0,22803
1.0,5.0,3.0,22898
1.0,5.0,4.0,22993
1.0,5.0,5.0,23115
1.0,5.0,6.0,23505
1.0,5.0,7.0,23527
1.0,5.0,8.0,23488
1.0,5.0,9.0,24027
1.0,5.0,10.0,24169
1.0,5.0,11.0,23880
1.0,5.0,12.0,24019
1.0,5.0,13.0,24156
1.0,5.0,14.0,24021
1.0,5.0,15.0,24233
1.0,5.0,16.0,24119
1.0,5.0,17.0,24189
1.0,5.0,18.0,24463
1.0,5.0,19.0,24207
1.0,5.0,20.0,24299
1.0,5.0,21.0,24066
1.0,5.0,22.0,24185
1.0,5.0,23.0,24454
1.0,5.0,24.0,24380
1.0,5.0,25.0,24319
1.0,5.0,26.0,23732
1.0,5.0,27.0,23326
1.0,5.0,28.0,23413
1.0,5.0,29.0,23229
1.0,5.0,30.0,25059
1.0,5.0,31.0,24710
1.0,5.0,32.0,24943
1.0,5.0,33.0,24520
1.0,5.0,34.0,25065
1.0,5.0,35.0,24779
1.0,5.0,36.0,25124
1.0,5.0,37.0,25421
1.0,5.0,38.0,25271
1.0,5.0,39.0,25301
1.0,5.0,40.0,25403
1.0,5.0,41.0,25252
1.0,5.0,42.0,25512
1.0,5.0,43.0,25679
1.0,5.0,44.0,25405
1.0,5.0,45.0,25635
1.0,5.0,46.0,25486
1.0,5.0,47.0,25606
1.0,5.0,48.0,25713
1.0,5.0,49.0,25611
1.0,5.0,50.0,25654
1.0,5.0,51.0,25564
1.0,5.0,52.0,25818
1.0,5.0,53.0,25694
1.0,5.0,54.0,25410
1.0,5.0,55.0,24644
1.0,5.0,56.0,23785
1.0,5.0,57.0,23424
1.0,5.0,58.0,23291
1.0,5.0,59.0,22756
1.0,6.0,0.0,28650
1.0,6.0,1.0,24357
1.0,6.0,2.0,25226
1.0,6.0,3.0,24908
1.0,6.0,4.0,25264
1.0,6.0,5.0,25045
1.0,6.0,6.0,25471
1.0,6.0,7.0,25390
1.0,6.0,8.0,25536
1.0,6.0,9.0,25795
1.0,6.0,10.0,26123
1.0,6.0,11.0,25753
1.0,6.0,12.0,25927
1.0,6.0,13.0,26435
1.0,6.0,14.0,26421
1.0,6.0,15.0,26116
1.0,6.0,16.0,26386
1.0,6.0,17.0,26191
1.0,6.0,18.0,26351
1.0,6.0,19.0,26509
1.0,6.0,20.0,26663
1.0,6.0,21.0,26859
1.0,6.0,22.0,26622
1.0,6.0,23.0,26355
1.0,6.0,24.0,26606
1.0,6.0,25.0,26299
1.0,6.0,26.0,25979
1.0,6.0,27.0,25464
1.0,6.0,28.0,25446
1.0,6.0,29.0,24993
1.0,6.0,30.0,27032
1.0,6.0,31.0,26018
1.0,6.0,32.0,27001
1.0,6.0,33.0,26547
1.0,6.0,34.0,26754
1.0,6.0,35.0,26617
1.0,6.0,36.0,26778
1.0,6.0,37.0,26952
1.0,6.0,38.0,27150
1.0,6.0,39.0,27161
1.0,6.0,40.0,27305
1.0,6.0,41.0,27485
1.0,6.0,42.0,27199
1.0,6.0,43.0,27689
1.0,6.0,44.0,27356
1.0,6.0,45.0,27830
1.0,6.0,46.0,27610
1.0,6.0,47.0,27592
1.0,6.0,48.0,27359
1.0,6.0,49.0,28044
1.0,6.0,50.0,27480
1.0,6.0,51.0,27945
1.0,6.0,52.0,27759
1.0,6.0,53.0,27910
1.0,6.0,54.0,27647
1.0,6.0,55.0,26905
1.0,6.0,56.0,25750
1.0,6.0,57.0,25934
1.0,6.0,58.0,25616
1.0,6.0,59.0,25610
1.0,7.0,0.0,31597
1.0,7.0,1.0,27413
1.0,7.0,2.0,28203
1.0,7.0,3.0,27831
